Home,Away,Date,Favorite,Spread,TeamWin,WinPoints,LosePoints,Homeptsposs,AwayPtsposs,HomeeFG,AwayeFG,HomeTOV,AwayTOV,HomeOREB,AwayOREB,HomeFTR,AwayFTR,HomeRest,AwayRest,Pick,OT
DAL,MEM,03/06/20,DAL,6.5,DAL,121,96,123.5,96,56.8,51.8,11.2,19,26.9,21.7,13.7,10.7,1,1,MEM,
PHX,POR,03/06/20,POR,3.5,PHX,127,117,128.3,117.2,59.9,56.9,13.1,16.2,34.8,26.7,19.8,20.7,2,1,PHX,
LAL,MIL,03/06/20,LAL,1.5,LAL,113,103,100.9,92.8,45.1,48.3,14.3,18,18.9,14.8,34.4,19.3,2,1,MIL,
CHA,HOU,03/07/20,HOU,8,CHA,108,99,117.4,107.6,63.6,55.9,18.5,22.8,17.1,33.3,27.1,18.4,1,1,CHA,
DET,UTA,03/07/20,UTA,8,UTA,111,105,112.9,120.7,51.7,58.4,11.8,10.9,30.4,23.7,19,27.6,2,0,UTA,
CLE,DEN,03/07/20,DEN,9.5,CLE,104,102,109.5,107.4,63.2,58.2,23.2,18.9,27.8,25.6,10.5,3.6,2,1,,
MEM,ATL,03/07/20,MEM,6.5,MEM,118,101,110.3,93.5,56.3,40.5,15.9,13.1,29.2,25,23,25.3,0,0,MEM,
GSW,PHI,03/07/20,PHI,4.5,GSW,118,114,128.3,123.9,60.6,56.5,7.6,12,20.5,31.1,26.3,22.6,1,1,,
POR,SAC,03/07/20,POR,3,SAC,123,111,109.9,123,52.8,60.6,10.9,15,24,27.3,19.1,23.5,0,1,SAC,
BRK,CHI,03/08/20,BRK,6,BRK,110,107,105.8,100,58.6,48.9,27.9,6.7,25.7,10.9,54.7,18.7,1,1,CHI,
LAC,LAL,03/08/20,LAC,2.5,LAL,112,103,100,108.8,43.6,50.6,15.8,13.7,32.7,24.5,32.9,27.9,2,1,LAL,
MIN,NOP,03/08/20,NOP,7,NOP,120,107,93,104.3,43.6,55,14.8,21.7,17.5,24.5,26.9,23.3,1,1,NOP,
BOS,OKC,03/08/20,BOS,3.5,OKC,105,104,103,104,48.4,50.6,12.9,18,22.6,22.4,16.5,31.6,1,1,OKC,
PHX,MIL,03/08/20,MIL,6.5,PHX,140,131,133.3,124.8,66.5,60.5,14.3,9.5,23.1,16.7,31.8,16.8,1,1,,
DAL,IND,03/08/20,DAL,6.5,IND,112,109,107.9,110.9,50.5,56.8,10.9,10.9,21.1,16.7,18.7,13.6,1,1,IND,
WAS,MIA,03/08/20,MIA,5,MIA,100,89,92.7,104.2,45.5,58.3,14.6,24,13.2,21.6,23.4,35.4,1,1,WAS,
HOU,ORL,03/08/20,HOU,8,ORL,126,106,101.9,118.3,49.4,55.5,17.5,14.4,27.5,33.3,21.6,27.8,0,1,ORL,
NYK,DET,03/08/20,NYK,6,NYK,96,84,105.5,92.2,47.6,43.1,13.2,14.4,34,23.5,22,18.8,1,0,NYK,
CLE,SAS,03/08/20,SAS,5,CLE,132,129,110.9,109.4,52.7,49,15.1,7.7,24.5,14,35.1,33.7,0,1,SAS,TRUE
SAC,TOR,03/08/20,TOR,6,TOR,118,113,113,119.2,51.1,59.1,11,9.1,20.8,8.9,23.3,25.6,0,2,TOR,
ATL,CHA,03/09/20,ATL,4,ATL,143,138,132.4,125.5,66.1,56.2,14.8,4.5,36.2,20,17.6,20.6,1,1,CHA,TRUE
DEN,MIL,03/09/20,DEN,5.5,DEN,109,95,104.8,90.5,52.1,46.1,13.5,16.2,17,19.6,11.7,13.5,1,0,,
UTA,TOR,03/09/20,UTA,4.5,TOR,101,92,96.8,106.3,49.4,51.2,11.6,21.1,12.2,31.9,12.2,19.5,1,0,TOR,
WAS,NYK,03/10/20,WAS,4.5,WAS,122,115,117.3,109.6,56.8,56.8,18.3,18.3,29.3,27.9,51.4,28.4,1,1,NYK,
IND,BOS,03/10/20,BOS,3,BOS,114,111,114.4,115.5,54.3,51.1,12.4,10.3,23.4,30.8,11,20.4,1,1,BOS,
CHI,CLE,03/10/20,CHI,3.5,CHI,108,103,109.2,105.1,57.1,53.8,21.4,18.4,34.9,23.8,14.3,21.3,1,1,CLE,
MEM,ORL,03/10/20,MEM,3,ORL,120,115,111.8,117.6,57.2,54.3,20.6,15.7,26.8,30.3,37.3,22,1,1,ORL,
SAS,DAL,03/10/20,DAL,3.5,SAS,119,109,119.2,109,60.1,54.9,12.1,14,17.8,24,13.5,8.8,1,1,DAL,
HOU,MIN,03/10/20,HOU,12.5,HOU,117,111,113.6,109.9,60.6,56.6,17.5,18.8,16.7,23.9,25.6,20.5,1,1,HOU,
POR,PHX,03/10/20,POR,5,POR,121,105,119.8,102,60.1,46.6,10.9,13.9,21.7,23.1,15.9,27.6,2,1,PHX,
LAL,BRK,03/10/20,LAL,10.5,BRK,104,102,106.3,108.3,54.6,48.3,15.6,11.5,24.5,27.3,8,19.3,1,1,BRK,
GSW,LAC,03/10/20,LAC,11.5,LAC,131,107,108.1,132.3,53.8,60.9,10.1,11.1,9.3,26.7,27.8,21.1,2,1,,
MIA,CHA,03/11/20,MIA,10,CHA,109,98,106.6,118.5,55.4,55.5,15.4,15.2,20,36.4,6,22.2,2,1,CHA,
ATL,NYK,03/11/20,ATL,5,NYK,136,131,114.9,116.2,51.9,59,14.9,10.3,30.6,13,20,26.9,1,0,ATL,
PHI,DET,03/11/20,PHI,11,PHI,124,106,130.5,110.5,59,53,14.7,9.5,40,18.8,31.3,20.5,3,2,DET,
DAL,DEN,03/11/20,DEN,2.5,DAL,113,97,114.1,98,52.2,55.4,11.1,16.3,28.8,6.8,18.5,6,0,1,,
